pid,survived,pclass,Mr.,Mrs.,Miss.,Master.,sex,age,age_unknown,sibling/spouse,parent,fare_unknown,cabin_unknown,onedie,onesur,family
817,0,3,0,0,1,0,1,23,0,0,0,0,1,0,0,0
818,0,2,1,0,0,0,0,31,0,1,1,0,1,0,1,1
819,0,3,1,0,0,0,0,43,0,0,0,0,1,0,0,0
820,0,3,0,0,0,1,0,10,0,1,1,0,1,1,0,1
821,1,1,0,1,0,0,1,52,0,1,1,0,0,0,1,1
822,1,3,1,0,0,0,0,27,0,0,0,0,1,0,0,0
823,0,1,0,0,0,0,0,38,0,0,0,1,1,0,0,0
824,1,3,0,1,0,0,1,27,0,0,1,0,0,0,1,1
825,0,3,0,0,0,1,0,2,0,1,1,0,1,1,0,1
826,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
827,0,3,1,0,0,0,0,18,1,0,0,0,1,1,1,1
828,1,2,0,0,0,1,0,1,0,0,1,0,1,1,0,1
829,1,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
830,1,1,0,1,0,0,1,62,0,0,0,0,0,0,1,1
831,1,3,0,1,0,0,1,15,0,1,0,0,1,1,0,1
832,1,2,0,0,0,1,0,0,0,1,1,0,1,0,1,1
833,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
834,0,3,1,0,0,0,0,23,0,0,0,0,1,0,0,0
835,0,3,1,0,0,0,0,18,0,0,0,0,1,0,0,0
836,1,1,0,0,1,0,1,39,0,1,1,0,0,0,0,0
837,0,3,1,0,0,0,0,21,0,0,0,0,1,0,0,0
838,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
839,1,3,1,0,0,0,0,32,0,0,0,0,1,1,1,1
840,1,1,1,0,0,0,0,18,1,0,0,0,0,0,0,0
841,0,3,1,0,0,0,0,20,0,0,0,0,1,0,0,0
842,0,2,1,0,0,0,0,16,0,0,0,0,1,1,0,1
843,1,1,0,0,1,0,1,30,0,0,0,0,1,1,0,1
844,0,3,1,0,0,0,0,34,0,0,0,0,1,0,0,0
845,0,3,1,0,0,0,0,17,0,0,0,0,1,0,0,0
846,0,3,1,0,0,0,0,42,0,0,0,0,1,0,0,0
847,0,3,1,0,0,0,0,18,1,1,1,0,1,1,0,1
848,0,3,1,0,0,0,0,35,0,0,0,0,1,0,0,0
849,0,2,0,0,0,0,0,28,0,0,1,0,1,0,1,1
850,1,1,0,1,0,0,1,18,1,1,0,0,0,0,1,1
851,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,1
852,0,3,1,0,0,0,0,74,0,0,0,0,1,0,0,0
853,0,3,0,0,1,0,1,9,0,1,1,0,1,1,0,1
854,1,1,0,0,1,0,1,16,0,0,1,0,0,0,0,0
855,0,2,0,1,0,0,1,44,0,1,0,0,1,1,0,1
856,1,3,0,1,0,0,1,18,0,0,1,0,1,0,0,0
857,1,1,0,1,0,0,1,45,0,1,1,0,1,0,1,1
858,1,1,1,0,0,0,0,51,0,0,0,0,0,0,0,0
859,1,3,0,1,0,0,1,24,0,0,1,0,1,0,1,1
860,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
861,0,3,1,0,0,0,0,41,0,1,0,0,1,0,0,0
862,0,2,1,0,0,0,0,21,0,1,0,0,1,0,0,0
863,1,1,0,1,0,0,1,48,0,0,0,0,0,0,0,0
864,0,3,0,0,1,0,1,18,1,1,1,0,1,1,0,1
865,0,2,1,0,0,0,0,24,0,0,0,0,1,0,0,0
866,1,2,0,1,0,0,1,42,0,0,0,0,1,0,0,0
867,1,2,0,0,1,0,1,27,0,1,0,0,1,0,0,0
868,0,1,1,0,0,0,0,31,0,0,0,0,0,0,0,0
869,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
870,1,3,0,0,0,1,0,4,0,1,1,0,1,0,1,1
871,0,3,1,0,0,0,0,26,0,0,0,0,1,0,0,0
872,1,1,0,1,0,0,1,47,0,1,1,0,0,0,1,1
873,0,1,1,0,0,0,0,33,0,0,0,0,0,0,0,0
874,0,3,1,0,0,0,0,47,0,0,0,0,1,0,0,0
875,1,2,0,1,0,0,1,28,0,1,0,0,1,1,0,1
876,1,3,0,0,1,0,1,15,0,0,0,0,1,0,0,0
877,0,3,1,0,0,0,0,20,0,0,0,0,1,1,0,1
878,0,3,1,0,0,0,0,19,0,0,0,0,1,0,0,0
879,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
880,1,1,0,1,0,0,1,56,0,0,1,0,0,0,1,1
881,1,2,0,1,0,0,1,25,0,0,1,0,1,0,1,1
882,0,3,1,0,0,0,0,33,0,0,0,0,1,0,0,0
883,0,3,0,0,1,0,1,22,0,0,0,0,1,0,0,0
884,0,2,1,0,0,0,0,28,0,0,0,0,1,0,0,0
885,0,3,1,0,0,0,0,25,0,0,0,0,1,0,0,0
886,0,3,0,1,0,0,1,39,0,0,1,0,1,1,0,1
887,0,2,0,0,0,0,0,27,0,0,0,0,1,0,0,0
888,1,1,0,0,1,0,1,19,0,0,0,0,0,0,0,0
889,0,3,0,0,1,0,1,18,1,1,1,0,1,1,0,1
890,1,1,1,0,0,0,0,26,0,0,0,0,0,0,0,0
891,0,3,1,0,0,0,0,32,0,0,0,0,1,0,0,0
